id,title,publication_date,status,image,DE,AR,EN,FR,comment,fuente de transliteración
ID 10172,ḥntȝsw,"Published the Sep 1, 2023 at 16:01",validated,https://app.vega-lexique.fr/api/files/4ea57448-4c18-420d-9d64-26ce87d14a16.svg,(ein Eichsel),(وزغة ما),(a lizard),(un lézard),Principalement attesté dans les textes médico-magiques.Notamment dans l'expression kȝy.t n(y).t ḥntȝsw « excréments de lézard-hentasou ».,"['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Grapow (H.), Wörterbuch der ägyptischen Drogennamen, Grundriss der Medizin der Alten Ägypten 6, Berlin, 1959.', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None, None, 'Erichsen (W.), Demotisches Glossar, Copenhague, 1954.', 'Johnson (J.) (éd.), The Demotic Dictionary of the Oriental Institute of the University of Chicago, Chicago, 2002.', 'Westendorf (W.), Koptisches Handwörterbuch. Bearbeitet auf Grundlage des Koptischen Handwörterbuchs von Wilhelm Spiegelberg, Heidelberg, 1977 (2e éd., 2008).', 'Vycichl (W.), Dictionnaire étymologique de la langue copte, Louvain, 1983.']"
ID 10173,ḥnt(y),"Published the Jul 28, 2020 at 15:03",validated,https://app.vega-lexique.fr/api/files/2bf3e1df-7346-41f9-a817-1ebfeee97bc2.svg,(eine Schlange),(ثُعبان ما),(a snake),(un serpent),"Attesté uniquement dans le temple d'Edfou.Participe formé sur le verbe ḥnṯj / ḥntj « abattre, tuer », littéralement « Celui qui est tué, qui doit être tué » ; cf. Borghouts « The Evil Eye of Apopis », JEA 59, 1973, p. 129, qui traduit « serpent de massacre » (« slaughter-snake »).",[None]
ID 10174,ḥntn,"Published the Jul 28, 2020 at 15:04",wrong,https://app.vega-lexique.fr/api/files/b492e47c-8c44-49aa-afaa-c93dd2401d02.svg,töten,قَتَلَ,to kill,tuer,"Entrée à supprimer.Relevé en Edfou I, 538, 6.Occurrence de ḥnṯj / ḥntj « abattre, tuer » dans la séquence ḥnty ḥnt(=w) « l’avide est tué ».Pastille rouge pour le TLA qui renvoie à cette entrée.","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', None]"
ID 10175,ḥnts,"Published the Jul 28, 2020 at 15:07",problematic,https://app.vega-lexique.fr/api/files/825bf642-4901-41fd-b966-6f76adb3ae19.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement en CT VII, 51o [847].Dans le théonyme ou épithète divine Nb-ḥnts « seigneur de hentes ».Le signe de l’homme barbu assi (A40) sert peut-être de déterminatif à l’ensemble du théonyme et non pas seulement à sa seconde composante.Faulkner (The Ancient Egyptian Coffin Texts III, Warminster, 1978, p. 32) ne propose pas de traduction.Barguet (Textes des Sarcophages égyptiens du Moyen-Empire, LAPO 12, 1986, p. 228) lit la séquence ḥn.t=s « son service (?) ».Carrier (Textes des Sarcophages du Moyen-Empire égyptien, Monaco, 2004, p. 1846-1847) comprend en revanche ḥn.t(y)=s « sa durée de vie ».","['van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', None]"
ID 10176,ḥnṯ,"Published the Jul 28, 2020 at 15:08",validated,https://app.vega-lexique.fr/api/files/809622ed-4fbb-4809-b8e9-ec29e22b2a6f.svg,"anbinden, fesseln",رَبَطَ ، أَوْثَقَ,"to bind, to tie","attacher, ligoter","Désigne le fait d’entraver les pattes d’un bovin, comme une vache pour la saillie ou un taureau destiné à l’abattage.","['Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.']"
ID 10177,ḥnṯ.t,"Published the Jul 28, 2020 at 15:10",problematic,https://app.vega-lexique.fr/api/files/19163783-2bd7-4321-b09c-b45434b149f3.svg,(ein Fest),(عيد ما),(a festival),(une fête),"Attesté uniquement en Pyr. 2118c [690] (Nt).Dérive de ḥnṯj / ḥntj « abattre, tuer », littéralement « fête du massacre ».Mathieu (Les textes de la pyramide de Pépy Ier, MIFAO 142, 2018, p. 208) comprend le terme comme un participe passé ḥnṯ(w.w)t, employé comme adjectif et traduit « gravées (= les fêtes) ».",[None]
ID 10178,ḥnṯj / ḥntj,"Published the Jul 28, 2020 at 15:10",validated,https://app.vega-lexique.fr/api/files/e9810f3f-b7f2-4ce3-ab60-c0a1350d6f13.svg,"schlachten, töten",ذَبَح ، قَتَلَ,"to slaughter, to kill","abattre, tuer",Aussi bien employé pour les animaux de boucherie ou de sacrifice que pour les ennemis.Cf. ḥnt(y) « (un serpent) » et ḥnṯ.t « (une fête) ».Voir peut-être nt « abattre ».,"['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.', 'Cauville (S.), Dendara II. Traduction, OLA 88, 1999.', 'Cauville (S.), Dendara III. Traduction, OLA 95, 2000.', 'Cauville (S.), Dendara IV. Traduction, OLA 101, 2001.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None]"
ID 10179,ḥnṯp,"Published the Jul 28, 2020 at 15:12",wrong,https://app.vega-lexique.fr/api/files/61fbedb9-2058-4752-8de9-0d89bdf5b322.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Mot à supprimer.Relevé sur la stèle fausse-porte de Néfertoumemsaf, montant ouest, col. 2 ; cf. Spencer, « First and Second Owners of a Memphite Tomb Chapel », JEA 68, 1982, p. 22, fig. 2.Dans une séquence de titres.À lire ḥṯ n(y) P « prêtre-hetj de Pé (Bouto) » ; cf. ibid., p. 24. ",[None]
ID 10180,ḥndd,"Published the Jul 28, 2020 at 15:13",problematic,https://app.vega-lexique.fr/api/files/c2b4ae69-3da4-4640-bc92-956e3423b7c7.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans l’Onomasticon de Tebtynis, (= pCarslberg 180.3), fragment J, 2, 13 ; cf. Osing, Tebtunis I, p. 82 et pl. 4-4A.Dans une liste de termes associés à la destruction, la décrépitude, la peur, le mal, etc.Le papyrus traduit ce terme en copte ϩⲉⲛ(ⲧ)ⲟⲧ.",[]
ID 10181,ḥnḏȝ.t,"Published the Oct 11, 2021 at 13:21",problematic,https://app.vega-lexique.fr/api/files/d65367ac-a589-4f48-ab43-1ce981a22ef4.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans le mastaba de Kanynysout ; cf. Jacquet-Gordon, Les noms de domaines funéraires sous l’Ancien Empire égyptien, BiEtud 34, 1962, p. 249, no 14.Le 2e signe est une variante de celui de la touffe d'herbe (M2) qui se lit ḥn.Employé comme nom de domaine funéraire.Terme peut-être associé au champ lexical du feu.En effet, le déterminatif est une variation du signe du plan de ville (O49) et pourrait ainsi être une version stylisée du plan de ville en flamme ; cf. ibid., p. 248, n. 1. Ce signe apparaît aussi ailleurs dans la même tombe, dans un autre nom de domaine (ibid., p. 248, n° 8), lequel est une occurrence du terme snsn.t « incendie ». Pour Junker (Gîza II, 1934, p. 168), la graphie est en sens rétrograde. Il lit donc ce toponyme Wȝḥ-nḏȝ.t, sans proposer de traduction. ","['Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', None]"
ID 10182,š,"Published the Nov 25, 2024 at 16:38",validated,https://app.vega-lexique.fr/api/files/2a9e9b62-822d-416b-89d4-907bc58bf561.svg,"See, Becken, Teich; Garten; Revier",بُحيرة ، حوض ، بِركَة ماء ؛ حديقة ؛ مِنْطَقَة,"lake, pool, pond; garden; district","lac, bassin, étang ; jardin ; district","Désigne aussi bien une étendue d’eau naturelle, comme le lac Qaroun dans le Fayoum, qu’une pièce d’eau artificielle plus ou moins élaborée. Par exemple, il peut s’agir d’un bassin d’irrigation, d’un bassin de plaisance situé dans le jardin d’une maison, ou encore d’un lac sacré dans l’enceinte d’un temple.Par extension, ce terme peut aussi qualifier le jardin potager, le jardin d’agrément où se situe le bassin de plaisance, ainsi que les arbres qui composent cet espace, en particulier les arbres fruitiers. Ces divers sens s’appliquent aussi bien à des lieux présents dans le monde des vivants, qu’à ceux mentionnés dans l’au-delà.En outre, et par association d’idées, il peut également qualifier un bassin à libation ou la cavité d’une table d’offrandes.Noter que Meeks (AnLex 77.4056) relève qu'il pourrait s'agir parfois d’une mesure de surface équivalente à l’aroure. Cela peut s’expliquer probablement par le fait que le terme sṯȝ.t « aroure » est souvent abrégé à l’aide du signe du bassin (N37) seul, ou suivi du trait diacritique (Z1) ; cf. Baer, « A  Note of Egyptian Units of Area in the Old Kingdom », JNES 15, 1956, p. 114-115, fig. 1-2 ; Grandet, Mathieu, Cours d’égyptien, p. 290-291. Employé notamment dans les constructions et expressions :ȝȝȝ / tjȝtj / tyw š.y « le Long des lacs » ;wsfȝw š « la substance-ouséfaou du bassin » ;pdsw.t n(y).t š « les côtes / la lagune du Delta » ;m Ȝbw r pdsw.t n(y).t š « d’Éléphantine jusqu’au rivage de la mer » ;mdw n(y) š « le bâton du lac », comme objet donné au défunt ;rn.w š.w nṯry.w « (inventaire des) noms des lacs divins » ;š ȝsby.w « lac des flammes » ;š wnmy / š jȝby n spj « le bassin droit / le bassin gauche du lambeau » ;š n(y) ȝpd.w « bassin à oiseaux » ;š n(y) ḏ.t « domaine funéraire (personnifié) » ;š nṯry « lac sacré » ;š ḥsp « bassin de la cuve-jardin » ;š sn-nw « double bassin » ;š sšn.t « bassin de papyrus » ;š šnw.t « lac du monde », nom du lac entourant le monde connu ;š qbḥ(.w) « bassin de libation » ;š qbḥw « bassin des régions aquatiques » ;Š.w qʿḥ.w « Lacs poissonneux » ;šfšf.t n(y).t š « substance-chefchéfet du lac » ;šdj š « creuser un lac, un bassin ».Dans les composés :ns-š « (un produit officinal) » ;r(ȝ)-š « bord d'un lac, prairie (?) » ;ḥr(y).t-š « jardin » ;ḫnt(y)-š « (une sorte de bois) » ;ḫnt(y)-š « verger, jardin, plantation, forêt ; (une désignation du Liban) » ;ḫnt(y)-š / ḫnt(y).t-š « (un titre ; une catégorie sociale) » ;Ḫntyw-š « Libanais (un peuple) » ;š-ḥr.t « bassin de tombe » ;š-šʿfw « réservoir » ;sbȝ-š « étoile de mer (?) » ;tp(-ny)-š « quai, embarcadère » ;tpy-š « ce(lui) qui est sur le lac ; corps, statue (?) » (cf. TLA, Lemma n° 450427).Dans les toponymes :Š-jȝbty « le Lac oriental » ;Š-jȝrw « le Lac des Joncs » ;Š-jmnty « le Lac occidental » ;Š-jgr « le Lac du Silence » ;Š-ʿȝ « le grand Lac » ;Š-wr « le grand Lac » ;Š-ʿḏ(.t) « le Lac de la barque du matin » ;Š-Bʿr « le Lac de Baal » ;Š-p.t « le Lac céleste » ;Š-mḥty « le Lac septentrional » ;Š-n(y)-ʿnḫ « le Lac de vie » ;Š-n(y)-ʿḥȝ « le Lac du combat » ;Š-n(y)-mfkȝ.t « le Lac de la turquoise » ;Š-n(y)-Sbk « le Lac de Sobek », une désignation du Fayoum ;Š-n(y)-pr-ʿȝ « le Fayoum » ;Š-n(y)-nḥḥ « le Lac d'éternité » ;Š-n(y)-ḥsmn « le Lac de Natron » ;Š-n(y)-sḏ.t « le Lac de la flamme » ;Š-nḫȝ « le canal sinueux », lecture parfois donnée pour Mr-nḫȝ ;Š-Rʿ «  le Lac de Rê » ;Š-rsy « le Lac méridional » ;Š-Ḥr « le Lac d'Horus », nom accordé à différents lacs en Égypte ;Š-Ḥr « le Lac d'Horus », nom du lac Menzaleh, équivalent au toponyme biblique Shihor ;Š-Ḥr « le Lac d'Horus », nom du territoire agricole (w) de la 15e province de Haute-Égypte ;Š ḫb.t « le Lac du feu » (cf. LGG IV, 466c) ;Š ḫbty.w « le Lac des condamnés » ;Š ḫbnty.w « le Lac des criminels, des damnés » ;Š-sȝby « le Lac du chacal » ;Š-Srq.t « le Lac du scorpion / de Selkis » ;Š-dwȝ.t « le Lac de l’aube » ;Š-dwȝty.w « le Lac des habitants de la Douat » ; Š ds.wy « le Lac des deux couteaux » ;Š.w-smn « les étangs de l’oie-sémen » ;Tȝ-š « le Fayoum ».Dans les théonymes et épithètes :pr-m-š « celle qui jaillit du lac », nom de l’agathodaïmon de la 20e province de Haute-Égypte ;nsr(w)-m-š « celui qui ...(?) sur le lac » ;Ḥw.t-Ḥr, nb.t Š-dšr « Hathor, dame du lac-rouge » ;Ḥry-š=f « Hérychef », littéralement « Celui qui est sur son bassin/lac » ;ḫnt(y) š « celui qui préside au Lac ».Dans les titres :jm(y)-r(ȝ)-š « capitaine de bateau » ;jry-š « préposé au jardin, jardinier ».Noter que le signe du bassin (N37) et ses variantes (N37A, N38 et N39) sont employés à la fois en tant que phonogrammes pour transcrire l’unilitère š, mais aussi comme idéogrammes pour désigner une pièce d’eau ou une terre en culture.Cf. š « travail, activité professionnelle ; lieu de travail (?) » ; š « socle, support, chaise » ; š « (sens inconnu) » ; š « (sens inconnu) » ; š « bassin, bol, coupe » ; šȝ « marais, marécages, terres inondée ; terres arables, champ, pâturages ; campagne ».Voir aussi mr « canal, bras d'eau ; bassin, lac », htt-š « (sens inconnu) », šȝʿ « (un canal) », šy « (une désignation du crocodile) », šwy « (une désignation du crocodile) », šm « (sens inconnu) » et peut-être šrhn.t « (une étendue d'eau) » ainsi que šsw.t « (une divinité ?) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Grapow (H.), Wörterbuch der ägyptischen Drogennamen, Grundriss der Medizin der Alten Ägypten 6, Berlin, 1959.', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.', 'Cauville (S.), Dendara I. Traduction, OLA 81, 1998.', 'Cauville (S.), Dendara II. Traduction, OLA 88, 1999.', 'Cauville (S.), Dendara III. Traduction, OLA 95, 2000.', 'Cauville (S.), Dendara IV. Traduction, OLA 101, 2001.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None]"
ID 10183,š,"Published the Feb 19, 2024 at 15:52",problematic,https://app.vega-lexique.fr/api/files/d62165a4-7dec-4d27-afe9-c661574bfb6b.svg,"Arbeit, Arbeitstätigkeit; Arbeitsplatz (?)",عمل ، مِهنة ؛ مكان العمل (؟),"work, working activity; workplace (?)","travail, activité professionnelle ; lieu de travail (?)","Désigne le travail spécifique des tailleurs de pierre dans les carrières.Concernant spécifiquement les occurrences attestées parmi les inscriptions de maçons, relevées dans les nécropoles de Licht, Arnold (The South Cemeteries of Lisht II. The Control Notes and Team Marks, MMAEE 23, 1990, p. 20), suivi par le TLA, propose de traduire « lieu de travail (= Arbeitsplatz) ». Cette lecture n’est toutefois pas suivie par Hannig. Voir peut-être š « lac, bassin, étang ; jardin ; district » et ḫnt(y)-š / ḫnt(y).t-š « (un titre ; une catégorie sociale) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', None, None]"
ID 10184,š-py,"Published the Nov 7, 2024 at 16:23",validated,https://app.vega-lexique.fr/api/files/946ada76-95f9-45d8-ad9f-7221c9117c7f.svg,(ein mineralischer Stoff),(مادة معدنية ما),(a mineral stuff),(une matière minérale),"Attesté uniquement dans le grand calendrier du temple de Médinet Habou.Selon le TLA (pastille rouge), suivant Kitchen (KRITA V, p. 137), il s’agirait vraisemblablement d’une graphie erronée du terme jpȝ « (un colorant rouge) ; garance (Rubia tinctorum L.) (?) ».La séquence serait donc à lire jpȝ, dbn 10 « garance, 10 dében ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', None]"
ID 10186,š,"Published the Feb 19, 2024 at 15:52",validated,https://app.vega-lexique.fr/api/files/2318c829-3fd2-4d14-86d1-a38a3114ad34.svg,"Untersatz, Ständer, Stuhl",قاعِدة ، كُرسي,"support, stand, chair","socle, support, chaise","Mot masculin.Désigne une plate-forme sur laquelle est déposée une chapelle portative ou une statue divine.Notamment dans les expressions :ḥry-tp n(y) š « qui est sur le socle, l’estrade » ;sḥtp nṯr ḥr š « faire se reposer le dieu sur le socle » ;š n(y) ḥtp « socle de repos » ;š n(y) nbw « socle en or ».Peut-être une représentation métaphorique du š « lac, bassin, étang ; jardin ; district ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None]"
ID 10187,š,"Published the Feb 19, 2024 at 15:53",problematic,https://app.vega-lexique.fr/api/files/51a3f813-8085-40ba-954c-93ec9a2a0ede.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement dans pBerlin P 3038, 21, 5 et 6 [190] ; cf. Wreszinski, Der grosse medizinische Papyrus des Berliner Museums (Pap. Berl. 3038), Leipzig, 1909, p. 44.Dans une formule magique issue du corpus de textes techniques dit de « l’Art du Médecin », et destinée à protéger le médecin d’une entité néfaste ayant commis certains sacrilèges ; cf. Bardinet, Les papyrus médicaux de l’Égypte pharaonique, Paris, 1995, p. 34 et n. 1 ; Westendorf, Handbuch Medizin, p. 393, n. 620.Wreszinski (op. cit., p. 103 ; cf. 2e graphie) ne donne aucune traduction du terme.Pour le Grundriss 7 (cf. 1re graphie), désignerait un dieu, sans autre précision. Noter, en outre, qu’aucune transcription de cette partie de la formule n’est présente dans le Grundriss 5.Westendorf (op. cit., p. 393) y voit une occurrence de š « lac, bassin, étang ; jardin ; district » sous une forme divinisée, à traduire « lac (divin) ». Pour l’auteur, il s’agirait peut-être d’une désignation métaphorique du Nil qui déborde dans la vallée au moment de l’inondation.Bardinet (op. cit., p. 434) propose également de traduire ce terme par « inondation », avec incertitude toutefois.","['Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).']"
ID 10188,š,"Published the Feb 19, 2024 at 15:53",problematic,https://app.vega-lexique.fr/api/files/c797bfe6-295e-46be-9753-5a04f9a6a76f.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Attesté uniquement en CT VII, 27e [826] (T1Be).Selon Faulkner (The Ancient Egyptian Coffin Texts III, Warminster, 1978, p. 16, n. 3), probable occurrence de nwy.t « eau ; flot ; vague ». L'auteur propose ainsi de lire la séquence n(y) wj nwy.t n(y).t Wsjr « miennes sont les eaux (?) d’Osiris » (« mine are the waters (?) of Osiris), en se fondant sur le fait que les trois premiers termes auraient leurs signes fusionnés par haplographie. Bien qu’incertaine, cette lecture serait, selon lui, la seule permettant de prendre en compte le genre féminin de la préposition n(y) « de ; appartenant à ».De son côté, Barguet (Les Textes des Sarcophages égyptiens du Moyen Empire, LAPO 12, 1986, p. 2) ne traduit pas le terme et rend la séquence « Je prends soin des … d’Osiris ».Pour Borghouts et van der Plas (CTWI, p. 251), occurrence de spȝ.t « province, district ».","['van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.']"
ID 10189,š,"Published the Feb 19, 2024 at 15:53",validated,https://app.vega-lexique.fr/api/files/1e887a58-4819-4124-977c-b221349ee62e.svg,"Becken, Schale",حوض ، وِعَاء ، كأس,"basin, bowl, cup","bassin, bol, coupe","Nuance dérivée de š « lac, bassin, étang ; jardin ; district », avec lequel il peut être confondu.Désigne un récipient en argile ou en pierre, susceptible de contenir de l’eau, du lait, du vin ou de la bière. Il est parfois en métal, lorsqu’utilisé dans un cadre rituel, comme lors de la célébration des mystères d’Osiris.Notamment dans les expressions :š n(y) sjn « une coupe en argile » ;š n(y) ḥ(n)q.t « un bol de bière » ;š n(y) mw qbḥ « un bol d’eau fraîche » ;š sjn ẖr ḥḏw « une coupe en argile pleine de lait ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', None, None]"
ID 10190,jṯw,"Published the Sep 22, 2020 at 9:44",validated,https://app.vega-lexique.fr/api/files/29e6d646-1209-48b5-908c-84498e95df93.svg,Dieb,سارِق ، لِص,thief,voleur,"Participe formé sur jṯj « prendre, saisir, s’emparer, conquérir, dérober, voler ».Cf. jṯȝ / jṯȝy « voleur ».Voir également jṯ « crocodile ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', None]"
ID 10191,jṯ(~n)-kȝ,"Published the Sep 22, 2020 at 9:45",validated,https://app.vega-lexique.fr/api/files/874d4a92-9d89-4786-a8b1-0ca18e0f7fdb.svg,(eine Bezeichnung der Überschwemmung; eine Überschwemmung),(إشارة إلى الفيضان ؛ فيضان ما),(a designation of the flood; a flood),(une désignation de la crue ; une crue),"Expression lexicalisée formée sur jṯj « prendre, saisir, s’emparer, conquérir, dérober, voler », jn « par ; de la part de (quelqu'un) » et kȝ « taureau ; mâle (reproducteur) ».Littéralement : « ce que le taureau saisit ; ce que le taureau a saisi ».Également attestée au pluriel : jṯ-kȝ.w « ce que les taureaux saisissent » ; cf. 4e graphie.D’après Wilson, métaphore pour désigner la crue inarrêtable qui balaye la terre à la manière d’un taureau ou d’un troupeau de taureaux qui charge.Aussi employé en tant que nom d’une crue spécifique de la 18e province de Basse-Égypte.","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'Cauville (S.), Le temple de Dendara. Les chapelles osiriennes – Index, BiEtud 119, 1997.', 'Cauville (S.), Dendara II. Traduction, OLA 88, 1999.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None]"
